"","COWcode","year","country_name","v2x_polyarchy","v2x_libdem","v2x_partipdem","v2x_delibdem","v2x_egaldem","v2x_regime","v2x_regime_amb","v2x_ex_military","v2x_ex_confidence","v2x_ex_direlect","v2x_ex_hereditary","v2x_ex_party","v2x_neopat","v2xnp_client","v2x_frassoc_thick","v2x_jucon","v2xlg_legcon","v2x_cspart","v2lpname","v2exhoshog","v2exremhog","v2exdjdshg","v2exdfvthg","v2reginfo","v2regint","v2regendtype","v2regimpgroup","v2regsupgroupssize","v2lgoppart","v2dlencmps","v2juhcind","v2juncind","v2juhccomp","v2jucomp","v2jureview","v2stfisccap","v2svstterr","v2mecenefi","v2mecenefm","v2exl_legitideol","v2exl_legitideolcr_0","v2exl_legitideolcr_1","v2exl_legitideolcr_2","v2exl_legitideolcr_3","v2exl_legitideolcr_4","v2xpe_exlsocgr","v2x_gencl","v2x_rule","v2xcl_prpty","v2xcs_ccsi","v2x_clpol","v2x_clpriv","v2clfmove","v2xcl_dmove","v2cldmovem","v2cldmovew","v2cldiscm","v2cldiscw","v2clslavem","v2clslavef","v2clstown","v2clprptym","v2clprptyw","v2clacjstm","v2clacjstw","e_legparty","e_autoc","e_peaveduc","e_migdppc","e_migdppcln","e_cow_exports","e_cow_imports","e_total_fuel_income_pc","e_total_oil_income_pc","e_miurbani","e_mipopula","e_civil_war","e_miinteco","v2exrmhgnp_0","v2exrmhgnp_1","v2exrmhgnp_2","v2exrmhgnp_3","v2exrmhgnp_4","v2exrmhgnp_5","v2exrmhgnp_6","v2exrmhgnp_7","v2exrmhgnp_8","v2exctlhg_0","v2exctlhg_1","v2exctlhg_2","v2exctlhg_3","v2exctlhg_4","v2exctlhg_5","v2exctlhg_6","v2exctlhg_7","v2exctlhg_8","v2regsupgroups_0","v2regsupgroups_1","v2regsupgroups_2","v2regsupgroups_3","v2regsupgroups_4","v2regsupgroups_5","v2regsupgroups_6","v2regsupgroups_7","v2regsupgroups_8","v2regsupgroups_9","v2regsupgroups_10","v2regsupgroups_11","v2regsupgroups_12","v2regsupgroups_13","v2exl_legitlead","ccode.x","onsets","revonsets","sideaonsets","force_onsets","force_revonsets","force_sideaonsets","leader","age0","age","usedforce","irregulartransition","foundingleader","foreigninstall","radicalideology","democratizing","revolutionaryleader","chg_executivepower","chg_politicalideology","chg_propertyownership","chg_womenandethnicstatus","chg_religioningovernment","chg_revolutionarycommittee","totalcategorieschanged","muslim","durable","cinc","majorpower","peaceyears","dem","conflict.status","trade","rule.inverse","X1","dispnum","stabb","ccode.y","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version","outcome","settle","recip","numa","numb","legitideol","nationalist","socialist","conservative","autonomist","religious","totalcat","mideology","mnationalist","msocialist","mconservative","mautonomist","mreligious","initiator","revisionist","policyrevisionist","regimerevisionist","territorialrevisionist","otherrevisionist","nonterritorial","backdown","hostile","hostileorig","hostilepolicy","hostileregime","personofleader","coldwar","transformativeideology","cinc2"
"1209",433,1989,"Senegal",0.536,0.401,0.27,0.443,0.39,2,5,0.167,0,1,0,0,0.391,0.573,0.807,0.643,0.647,0.785,NA,1,NA,NA,NA,"Republic of Senegal under the Socialist Party (Senghor and Diouf presidencies) (21/08/1960 - 01/04/2000)",1,11,11,0.364,0.64,0.759,-0.358,0.484,1.039,-0.068,0.941,NA,90.3,NA,-0.081,0.334,0.333,0.667,0.5,0,0,0.318,0.804,0.674,0.762,0.819,0.784,0.858,2.13,0.859,1.861,1.551,0.791,0.904,0.861,1.161,-0.604,1.095,1.339,1.474,1.088,2,3,1.872,1912,7.556,790.561,1322.488,0.06,0.06,0.358,7779.6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0.889,433,2,2,1,0,0,0,"Diouf",46,54,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.871594488620758,11,0.000646199972834438,0,14,0,1,2113.049,0.326,4148,3910,"SEN",433,10,4,1989,27,4,1989,0,1,2,-9,0,0,7,3,1,5,5,3,1,1,1,0.545079365079365,0.333,0.667,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0.889,1,0,0.0646199972834438
"1210",433,1990,"Senegal",0.564,0.43,0.287,0.473,0.397,2,5,0.167,0,1,0,0,0.391,0.573,0.837,0.643,0.707,0.785,NA,1,NA,NA,NA,"Republic of Senegal under the Socialist Party (Senghor and Diouf presidencies) (21/08/1960 - 01/04/2000)",1,11,11,0.364,1.037,0.759,-0.358,0.484,1.039,-0.068,0.941,NA,90.3,NA,-0.081,0.334,0.333,0.667,0.5,0,0,0.244,0.804,0.674,0.762,0.819,0.838,0.865,2.13,0.859,1.861,1.551,0.791,0.904,0.582,1.161,-0.604,1.095,1.339,1.474,1.088,2,3,1.94,1908,7.554,860.975,1387.254,0.04,0.04,0.356,8001,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0.889,433,2,1,1,1,1,1,"Diouf",46,55,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.871594488620758,12,0.00067259999923408,0,0,0,1,2248.229,0.326,4178,3952,"SEN",433,15,4,1990,24,5,1990,1,1,2,-9,1,-9,15,4,1,5,5,1,1,1,1,0.545079365079365,0.333,0.667,0.5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0.889,1,0,0.067259999923408
"1211",433,1990,"Senegal",0.564,0.43,0.287,0.473,0.397,2,5,0.167,0,1,0,0,0.391,0.573,0.837,0.643,0.707,0.785,NA,1,NA,NA,NA,"Republic of Senegal under the Socialist Party (Senghor and Diouf presidencies) (21/08/1960 - 01/04/2000)",1,11,11,0.364,1.037,0.759,-0.358,0.484,1.039,-0.068,0.941,NA,90.3,NA,-0.081,0.334,0.333,0.667,0.5,0,0,0.244,0.804,0.674,0.762,0.819,0.838,0.865,2.13,0.859,1.861,1.551,0.791,0.904,0.582,1.161,-0.604,1.095,1.339,1.474,1.088,2,3,1.94,1908,7.554,860.975,1387.254,0.04,0.04,0.356,8001,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0.889,433,2,1,1,1,1,1,"Diouf",46,55,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.871594488620758,12,0.00067259999923408,0,0,0,1,2248.229,0.326,4211,3957,"SEN",433,1,12,1990,3,3,1991,0,0,0,-9,0,0,7,3,0,5,2,2,1,2,27,0.545079365079365,0.333,0.667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.889,1,0,0.067259999923408
"1212",433,1992,"Senegal",0.553,0.431,0.273,0.482,0.376,2,5,0.167,0,1,0,0,0.369,0.573,0.855,0.643,0.707,0.776,NA,0,0.732,-1.331,-1.925,"Republic of Senegal under the Socialist Party (Senghor and Diouf presidencies) (21/08/1960 - 01/04/2000)",1,11,11,0.364,1.037,0.759,-0.358,0.484,1.039,-0.068,0.941,NA,90.3,NA,-0.081,0.334,0.333,0.667,0.5,0,0,0.244,0.804,0.674,0.762,0.868,0.834,0.865,2.13,0.859,1.861,1.551,0.791,0.904,0.582,1.161,-0.604,1.095,1.339,1.474,1.088,2,3,2.066,1825,7.509,741.368,1258.259,0.03,0.03,0.348,8536.4,0,0,0,0.143,0,0,0.143,0.714,0,0,0.286,0,0,0,0,0,0.857,0.143,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0.889,433,1,1,1,1,1,1,"Diouf",46,57,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.871594488620758,14,0.000737000023946166,0,1,0,0,1999.627,0.326,3856,3565,"SEN",433,12,12,1992,12,12,1992,1,1,2,-9,0,0,16,4,1,5,5,3,0,1,1,0.545079365079365,0.333,0.667,0.5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0.889,0,0,0.0737000023946166
"1214",434,1961,"Benin",0.359,0.243,0.13,0.264,0.271,1,3,0.286,0,0,0,0.143,0.53,0.389,0.49,0.509,0.504,0.567,NA,1,NA,NA,NA,"Independent Republic of Dahomey (02/08/1960 - 28/10/1963)",1,0,5,-0.452,0.071,1.273,-0.576,-0.082,0.353,-0.217,0.349,0.734,82.625,NA,0.305,-0.844,0.8,0.2,0.2,0,0,0.248,0.706,0.41,0.625,0.446,0.558,0.717,1.499,0.791,1.425,1.203,0.945,0.081,0.553,0.278,-0.248,1.113,0.256,0.489,1.07,1,2,0.434,1331,7.194,15.3,28.1,0,0,0.281,2346.381,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.75,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0,1.079,434,1,1,1,1,1,1,"Maga",44,45,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.20431724190712,1,0.000120199998491444,0,1,0,0,43.4,0.59,2708,2744,"BEN",434,25,7,1961,1,8,1961,1,1,1,-9,0,0,14,4,1,5,1,2,0,1,1,0.358095238095238,0.8,0.2,0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1.079,1,0,0.0120199998491444
"1215",434,1963,"Benin",0.359,0.243,0.13,0.264,0.271,1,3,0.286,0,0,0,0.143,0.53,0.389,0.49,0.509,0.504,0.567,NA,1,NA,NA,NA,"Soglo rule I (29/10/1963 - 25/01/1964)",1,9,2,-1.041,0.071,1.273,-0.576,-0.082,0.353,-0.217,0.349,0.734,82.625,NA,0.305,-0.844,0.8,0.2,0.2,0,0,0.248,0.706,0.41,0.625,0.446,0.558,0.717,1.499,0.791,1.425,1.203,0.945,0.081,0.553,0.278,-0.248,1.113,0.256,0.489,1.07,-1,-88,0.462,1336,7.197,12.4,33.1,0,0,0.307,2407.143,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,0.5,0.5,0.75,0.25,0,0.5,0.5,0.5,0.5,0.5,0,1.079,434,1,1,1,1,1,1,"Soglo",51,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.20431724190712,0,0.000170400002389215,0,1,0,0,45.5,0.59,1408,1407,"BEN",434,2,12,1963,1,1,1964,1,1,1,-9,0,0,13,4,1,5,3,3,0,1,1,0.358095238095238,0.8,0.2,0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1.079,1,0,0.0170400002389215
"1217",435,1962,"Mauritania",0.235,0.128,0.088,0.144,0.179,1,3,0.5,0,1,0,0.2,0.671,0.533,0.155,0.37,0.176,0.522,NA,1,NA,NA,NA,"Independent Islamic Republic of Mauritania (29/11/1960 - 10/07/1978)",1,0,10,0.864,-1.585,1.575,-1.371,0.429,1.035,-1.173,0.929,-0.639,89.1,NA,0.48,0.977,0.5,0,0.5,0,0.5,0.809,0.307,0.469,0.366,0.613,0.279,0.364,1.235,0.63,1.139,0.148,-0.545,-0.77,-2.242,-2.109,-0.784,-0.12,-0.474,0.526,0.303,1,7,1.575,1127,7.027,2.7,35.7,0,0,0.229,971.484,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333,0,0.333,0.333,0.333,0.333,0.333,0.333,0,0,0.667,0,0,0,0.622,435,1,1,1,1,1,1,"Ould Daddah",36,38,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0.991294145584106,0,0.0000594000011915341,0,2,0,0,38.4,0.531,1412,1410,"MAA",435,23,7,1962,23,7,1962,1,1,1,-9,-9,-9,17,4,1,5,5,3,1,1,1,0.647142857142857,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0.622,1,0,0.00594000011915341
"1218",435,1975,"Mauritania",0.212,0.132,0.091,0.136,0.17,0,0,0.5,0,1,0,0.2,0.661,0.52,0.138,0.37,0.176,0.522,NA,1,NA,NA,NA,"Independent Islamic Republic of Mauritania (29/11/1960 - 10/07/1978)",1,0,10,0.864,-1.585,1.575,-1.371,0.429,1.035,-1.173,0.929,-0.639,96.6,NA,0.48,0.815,0.5,0,0.25,0,0.75,0.809,0.307,0.466,0.366,0.613,0.296,0.364,1.235,0.63,1.139,0.148,-0.545,-0.77,-2.242,-2.109,-0.902,-0.12,-0.474,0.526,0.303,1,7,1.88,2030,7.616,176,161,0,0,0.32,1417.21,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333,0,0.333,0.333,0.333,0.333,0.333,0.333,0,0,0.667,0,0,0,0.981,435,1,0,0,0,0,0,"Ould Daddah",36,51,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,0.991294145584106,13,0.000087699998402968,0,12,0,1,337,0.534,1283,1331,"MAA",435,27,10,1975,27,10,1975,0,0,0,-9,0,0,0,1,1,5,5,3,1,1,3,0.621428571428571,0.5,0,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981,1,0,0.0087699998402968
"1219",435,1980,"Mauritania",0.099,0.05,0.049,0.019,0.087,0,0,0.6,0,0,0,0.1,0.839,0.6,0.131,0.122,NA,0.341,NA,0,-1.723,-0.281,-0.51,"Military rule under Ould Salek, Ould Louly and Ould Haidalla (11/07/1978 - 12/12/1984)",1,0,5,0.366,NA,0.444,-2.158,-0.729,-0.188,-1.685,-0.024,-0.639,94,NA,-1.501,0.815,0.5,0,0.25,0,0.75,0.839,0.322,0.242,0.366,0.357,0.171,0.357,0.977,0.536,0.488,0.141,-1.69,-1.098,-2.242,-2.114,-0.409,-0.12,-0.474,0.245,0.137,-1,7,2.057,1961,7.581,194.17,285.7,0,0,0.352,1545,0,0,0,0.4,0.2,0,0.4,0.8,0,0,0,0,0,0,0,0.6,0.8,0.2,0.4,0,0.667,0,0,0.333,0,1,0.667,0.333,0,0,0.333,0,0,0,0.981,435,1,0,0,0,0,0,"Ould Haidalla",40,40,1,1,0,0,1,0,1,1,0,1,0,1,1,4,0.991294145584106,18,0.000149400002555922,0,4,0,0,479.87,0.758,3346,3119,"MAA",435,29,2,1980,29,7,1980,0,0,0,-9,0,0,0,1,1,5,5,4,0,1,1,0.621428571428571,0.5,0,0.25,0,0.75,0.571428571428571,0.355102040816326,0.285714285714286,0,0.142857142857143,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.981,1,0.355102040816326,0.0149400002555922
"1220",435,1987,"Mauritania",0.117,0.053,0.062,0.031,0.084,0,0,1,0,0,0,0.1,0.85,0.6,0.131,0.122,NA,0.341,NA,1,NA,NA,NA,"Ould Taya's rule (13/12/1984 - 03/08/2005)",1,0,5,0.366,NA,0.444,-2.158,-0.729,-0.188,-1.685,-0.024,-0.639,94,NA,-1.223,0.815,0.75,0,0.25,0,0.5,0.89,0.388,0.179,0.366,0.357,0.217,0.375,0.96,0.624,0.488,0.693,-1.69,-1.098,-1.414,-1.478,0.311,-0.12,-0.474,0.245,0.137,-1,7,2.427,1831,7.513,427.843,381.879,0,0,0.369,1811,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0,0.333,0,1,0.667,0.333,0,0,0.333,0,0,0,0.981,435,1,0,0,0,0,0,"Sidi Ahmed Taya",43,46,1,1,0,0,0,0,0,1,0,0.5,0,0.5,0,2,0.991294145584106,25,0.000218800007132813,0,5,0,0,809.722,0.821,2826,2809,"MAA",435,1,4,1987,18,4,1987,0,0,0,-9,0,0,7,3,1,5,5,3,1,1,1,0.621428571428571,0.75,0,0.25,0,0.5,0.285714285714286,0.177551020408163,0.214285714285714,0,0.0714285714285714,0,0.142857142857143,0,0,0,0,0,0,0,0,1,1,0,0,0.981,1,0.177551020408163,0.0218800007132813
"1221",435,1989,"Mauritania",0.124,0.049,0.063,0.031,0.085,0,0,1,0,0,0,0.1,0.85,0.6,0.131,0.122,NA,0.341,NA,1,NA,NA,NA,"Ould Taya's rule (13/12/1984 - 03/08/2005)",1,0,5,0.366,NA,0.444,-2.158,-0.729,-0.188,-1.685,-0.024,-0.639,94,NA,-1.223,0.815,0.75,0,0.25,0,0.5,0.89,0.388,0.179,0.366,0.357,0.217,0.375,0.96,0.624,0.488,0.693,-1.69,-1.098,-1.414,-1.478,0.311,-0.12,-0.474,0.245,0.137,-1,7,2.532,1832,7.513,450.945,351.276,0,0,0.373,1887,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0,0.333,0,1,0.667,0.333,0,0,0.333,0,0,0,0.981,435,2,2,1,2,2,1,"Sidi Ahmed Taya",43,48,1,1,0,0,0,0,0,1,0,0.5,0,0.5,0,2,0.991294145584106,27,0.000239500004681759,0,1,0,0,802.221,0.821,4181,3953,"MAA",435,15,11,1989,16,4,1990,0,1,2,-9,1,-9,17,4,1,5,5,3,1,1,1,0.621428571428571,0.75,0,0.25,0,0.5,0.285714285714286,0.177551020408163,0.214285714285714,0,0.0714285714285714,0,0.142857142857143,0,1,1,0,0,0,1,0,1,1,1,0,0.981,1,0.177551020408163,0.0239500004681759
"1222",435,1989,"Mauritania",0.124,0.049,0.063,0.031,0.085,0,0,1,0,0,0,0.1,0.85,0.6,0.131,0.122,NA,0.341,NA,1,NA,NA,NA,"Ould Taya's rule (13/12/1984 - 03/08/2005)",1,0,5,0.366,NA,0.444,-2.158,-0.729,-0.188,-1.685,-0.024,-0.639,94,NA,-1.223,0.815,0.75,0,0.25,0,0.5,0.89,0.388,0.179,0.366,0.357,0.217,0.375,0.96,0.624,0.488,0.693,-1.69,-1.098,-1.414,-1.478,0.311,-0.12,-0.474,0.245,0.137,-1,7,2.532,1832,7.513,450.945,351.276,0,0,0.373,1887,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0,0,0.333,0,1,0.667,0.333,0,0,0.333,0,0,0,0.981,435,2,2,1,2,2,1,"Sidi Ahmed Taya",43,48,1,1,0,0,0,0,0,1,0,0.5,0,0.5,0,2,0.991294145584106,27,0.000239500004681759,0,1,0,0,802.221,0.821,4149,3910,"MAA",435,10,4,1989,27,4,1989,1,1,2,-9,0,0,16,4,1,5,5,3,1,1,1,0.621428571428571,0.75,0,0.25,0,0.5,0.285714285714286,0.177551020408163,0.214285714285714,0,0.0714285714285714,0,0.142857142857143,1,1,1,0,0,0,1,0,1,1,1,0,0.981,1,0.177551020408163,0.0239500004681759
"1223",435,2003,"Mauritania",0.32,0.145,0.147,0.23,0.147,1,3,0.3,0.167,0.5,0,0.1,0.854,0.805,0.534,0.192,0.217,0.561,NA,0,0.204,-0.703,-1.269,"Ould Taya's rule (13/12/1984 - 03/08/2005)",1,0,6,0.821,0.169,0.444,-2.158,-0.729,-0.188,-1.685,0.994,-0.221,94,0.026,0.205,0.815,0.75,0,0.25,0,0.5,0.898,0.629,0.252,0.53,0.604,0.631,0.522,1.119,0.703,0.601,1.249,0.308,0.821,-0.856,-0.899,1.04,0.485,0.155,0.983,1.056,2,6,3.712,2304,7.742,592.542,998.254,0,0,NA,NA,0,NA,0,0,0.2,0,0.4,1,0,0,0,0,0,0.4,0,0.4,1,0,0.4,0,0.667,0,0,0.333,0,1,0.667,0.333,0,0,0.333,0,0,0,0.981,435,NA,NA,NA,NA,NA,NA,"Sidi Ahmed Taya",43,62,1,1,0,0,0,0,0,1,0,0.5,0,0.5,0,2,0.991294145584106,41,NA,0,0,0,NA,1590.796,0.748,5077,4364,"MAA",435,26,12,2003,26,12,2003,0,0,0,0,0,0,0,1,1,5,5,3,0,1,1,0.621428571428571,0.75,0,0.25,0,0.5,0.285714285714286,0.177551020408163,0.214285714285714,0,0.0714285714285714,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.981,0,0.177551020408163,NA
"1224",436,1963,"Niger",0.215,0.146,0.082,0.072,0.15,1,3,0.333,0,0,0,0,0.617,0.532,0.162,0.661,0.146,0.48,NA,1,NA,NA,NA,"Diori's Niger  (04/08/1960 - 14/04/1974)",1,0,2,-1.33,-1.786,0.096,0.791,0.072,0.898,0.851,-0.827,0.218,83,NA,-0.541,-0.586,0.667,0.333,0.222,0,0.111,0.387,0.389,0.458,0.301,0.136,0.161,0.3,-1.078,0.558,-0.249,1.023,-1.285,-1.413,-1.349,-1.4,-0.762,-0.85,-0.286,-0.372,-0.068,1,7,0.091,1666,7.418,19.6,22.5,0,0,0.099,3589.25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,1,0,0.5,0.5,0,0,0.5,0,0,0,0,0.5,1.079,436,1,0,0,0,0,0,"Diori",44,47,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.902791976928711,3,0.000194799999007955,0,3,0,0,42.1,0.542,1407,1407,"NIR",436,2,12,1963,1,1,1964,0,0,0,-9,0,0,0,1,1,5,3,3,0,1,1,0.399047619047619,0.667,0.333,0.222,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.079,1,0,0.0194799999007955
"1225",436,1990,"Niger",0.398,0.246,0.181,0.191,0.295,1,3,0.333,0,1,0,0,0.518,0.247,0.457,0.705,0.161,0.761,NA,0,0.429,-1.533,-1.111,"Kountche/Seibou's Niger (15/04/1974 - 22/01/1993)",1,9,5,-1.33,-1.374,1.228,1.11,0.95,1.121,1.139,0.115,0.218,83,NA,1.352,-0.569,0.556,0.222,0.333,0.111,0,0.214,0.663,0.55,0.5,0.623,0.662,0.591,0.593,0.773,0.962,1.567,0.085,0.825,-0.991,-0.587,0.177,0.132,0.244,1.221,1.186,1,7,0.76,897,6.799,282.589,388.78,1.06,0,0.122,7842,0,0,0,0,0.333,0,0.333,1,0,0,0,0,0,0,0,0.667,0.333,0,0,0,0,0,0.5,0,0,1,0.5,0,0.5,0,0,0,0,0,1.019,436,1,0,0,0,0,0,"Seibou",47,50,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.902791976928711,30,0.000393199996324256,0,26,0,0,671.369,0.45,4192,3957,"NIR",436,-9,12,1990,3,3,1991,0,0,0,-9,0,0,7,3,0,5,2,2,1,2,27,0.401746031746032,0.556,0.222,0.333,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.019,1,0,0.0393199996324256
"1226",436,1993,"Niger",0.512,0.405,0.189,0.394,0.378,2,5,0.333,0,1,0,0,0.467,0.433,0.667,0.823,0.68,0.866,NA,0,1.16,-1.533,-0.384,"Democratic interlude in Niger  (23/01/1993 - 21/01/1996)",1,0,5,-1.33,-0.094,1.228,0.877,0.877,1.787,1.175,1.379,0.218,83,NA,1.672,-0.636,0.556,0.222,0.333,0.111,0,0.215,0.659,0.669,0.5,0.743,0.779,0.681,0.593,0.776,0.941,1.567,0.08,1.147,-0.991,-0.636,0.203,0.132,0.244,1.221,1.186,2,0,0.841,775,6.653,220.859,308.635,0.83,0,0.117,8774.7,0,0,0,0,0.333,0,0.333,1,0,0,0,0,0,0,0,0.333,0.667,0,0,0.333,0,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0.722,436,2,0,1,2,0,1,"Ousmane",43,43,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.902791976928711,1,0.000414600013755262,0,2,1,0,529.494,0.331,4393,4067,"NIR",436,18,2,1993,18,2,1993,0,0,0,0,0,0,17,4,1,5,8,3,1,1,1,0.391111111111111,0.556,0.222,0.333,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.722,0,0,0.0414600013755262
"1227",436,1993,"Niger",0.512,0.405,0.189,0.394,0.378,2,5,0.333,0,1,0,0,0.467,0.433,0.667,0.823,0.68,0.866,NA,0,1.16,-1.533,-0.384,"Democratic interlude in Niger  (23/01/1993 - 21/01/1996)",1,0,5,-1.33,-0.094,1.228,0.877,0.877,1.787,1.175,1.379,0.218,83,NA,1.672,-0.636,0.556,0.222,0.333,0.111,0,0.215,0.659,0.669,0.5,0.743,0.779,0.681,0.593,0.776,0.941,1.567,0.08,1.147,-0.991,-0.636,0.203,0.132,0.244,1.221,1.186,2,0,0.841,775,6.653,220.859,308.635,0.83,0,0.117,8774.7,0,0,0,0,0.333,0,0.333,1,0,0,0,0,0,0,0,0.333,0.667,0,0,0.333,0,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0.722,436,2,0,1,2,0,1,"Ousmane",43,43,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.902791976928711,1,0.000414600013755262,0,2,1,0,529.494,0.331,4921,4308,"NIR",436,8,2,1993,8,2,1993,1,0,0,0,1,6,17,4,1,5,5,3,1,1,1,0.391111111111111,0.556,0.222,0.333,0.148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.722,0,0,0.0414600013755262
"1228",437,1966,"Ivory Coast",0.181,0.14,0.051,0.051,0.136,0,0,0.312,0,1,0,0,0.705,0.741,0.093,0.612,0.147,0.098,NA,1,NA,NA,NA,"Independent C̫te d'Ivoire under the PDCI (08/08/1960 - 23/12/1999)",1,0,1,0.115,-2.149,-0.203,0.812,0.51,1.328,0.123,0.885,0.258,95,NA,-1.607,-2.026,0.4,0,0.6,0,0,0.444,0.5,0.366,0.18,0.376,0.237,0.665,1.399,0.698,0.712,1.074,-0.501,-0.083,1.738,1.31,-0.672,-1.136,-1.136,-0.576,-0.449,1,9,0.466,2594,7.861,310.7,257.6,0,0,0.447,4770.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,1,1,0,1,1,0.5,1,0.5,0.5,0.5,0,0.5,1.964,437,1,0,0,1,0,0,"Houphouet-Boigny",55,61,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0.283401817083359,6,0.000378199998522177,0,6,0,0,568.3,0.634,1315,1351,"CDI",437,16,3,1966,25,4,1966,0,0,0,-9,1,-9,17,4,1,5,3,3,1,1,2,0.170476190476191,0.4,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1.964,1,0,0.0378199998522177
